timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,warning
107751144,10.5944,10.566951,5.4312,5.288214,136.46123,0.35349107,1.1404388,3,1,1
108051864,10.168,10.553937,4.96,5.2786207,136.90163,0.34802625,1.1417942,3,1,1
108352646,10.1598,10.552696,4.8112,5.2880006,137.34528,0.34747565,1.1419309,3,1,1
108653471,10.4304,10.555253,5.394,5.297233,137.78906,0.34851554,1.1416727,3,1,1
108954278,10.578,10.560436,5.1335998,5.262487,138.22429,0.3506553,1.1411418,3,1,1
109255122,10.701,10.567591,5.3444,5.240381,138.65918,0.35362083,1.1404066,3,1,1
109556031,10.5452,10.573429,4.9228,5.1999507,139.08864,0.35599846,1.139818,3,1,1
109856724,10.7256,10.578454,5.2948,5.1901293,139.5203,0.3580005,1.1393228,3,1,1
110157462,10.6026,10.572614,5.1832,5.1819644,139.95186,0.35549575,1.1399424,3,1,1
110458331,10.7092,10.580681,5.0964,5.1888757,140.38664,0.35880217,1.1391245,3,1,1
110758386,10.3976,10.585424,4.9352,5.1866074,140.8187,0.36073524,1.138647,3,1,1
111059076,10.5288,10.590187,4.9352,5.181118,141.25117,0.36268562,1.1381655,3,1,1
111371882,10.5042,10.589461,5.0095997,5.1923428,141.70334,0.36235607,1.1382469,3,1,1
111672712,10.66,10.588861,5.2576,5.175636,142.13391,0.3620858,1.1383135,3,1,1
111973465,10.7748,10.594987,5.4063997,5.163466,142.56407,0.36455992,1.1377032,3,1,1
112274270,10.5698,10.606044,4.9352,5.144865,142.99144,0.36907724,1.1365906,3,1,1
