timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure
319210477,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
320220420,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
321227557,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
322230516,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
323231583,2555951,2162703,2555951,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
323836869,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
323880745,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
324886522,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
325886725,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
326892038,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
327901636,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
328903359,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
329914623,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
330924599,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
331927600,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
332935069,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
333941523,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
334943496,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
335945633,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
336957917,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
337967750,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
338971590,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
339972624,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
340976786,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
341924268,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
342934615,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
343936943,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
344940717,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
345941564,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
346945721,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
