timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
635722488,1543393236000490,402668223,1162358554,86664,77476,0.19700001,0.28157204,0.845,1.2370001,0.66999996,1.05,120,6,0.004,-0.003,0.003,0.018000001,4.321261,0,4,1,19
635923076,1543393236200490,402668224,1162358555,86648,77459,0.20300001,0.28159192,0.846,1.2370001,0.66999996,1.05,120,6,0.015000001,0.013,-0.006,-0.035,4.321261,0,4,1,19
636120619,1543393236400490,402668224,1162358555,86646,77458,0.21100001,0.28161323,0.846,1.2370001,0.66999996,1.05,120,6,0.044000003,0.015000001,0.042000003,0.215,4.321261,0,4,1,19
636319487,1543393236600490,402668224,1162358557,86617,77428,0.19600001,0.28163224,0.846,1.2370001,0.66999996,1.05,120,6,0.017,0.007,0.015000001,-0.05,4.321261,0,4,1,19
636521585,1543393236800490,402668225,1162358557,86616,77428,0.141,0.28164604,0.846,1.2370001,0.66999996,1.05,120,6,0.025,0.011000001,-0.023000002,0.011000001,4.321261,0,4,1,19
636721656,1543393237000490,402668225,1162358557,86617,77429,0.201,0.2816656,0.846,1.2370001,0.66999996,1.05,120,5,0.0050000004,0.0050000004,0.002,0.022000002,4.321261,0,4,1,19
636921493,1543393237200490,402668225,1162358557,86609,77420,0.20700002,0.28168565,0.84700006,1.2370001,0.66999996,1.05,120,5,0.021000002,0.017,0.011000001,0.039,4.321261,0,4,1,19
637121531,1543393237400490,402668225,1162358558,86582,77394,0.194,0.28170452,0.84700006,1.2370001,0.66999996,1.05,120,5,0.022000002,-0.013,-0.017,-0.013,4.321261,0,4,1,19
637322537,1543393237600490,402668225,1162358558,86587,77399,0.216,0.28172562,0.84700006,1.2370001,0.66999996,1.05,120,5,0.032,0.011000001,0.030000001,0.056,4.321261,0,4,1,19
637522627,1543393237800490,402668226,1162358559,86569,77381,0.18900001,0.28174394,0.84700006,1.2370001,0.66999996,1.05,120,5,0.0050000004,0.0050000004,0.001,-0.013,4.321261,0,4,1,19
637723491,1543393238000490,402668226,1162358560,86543,77355,0.21900001,0.28176525,0.84700006,1.2370001,0.66999996,1.05,120,6,0.034,-0.0050000004,-0.034,-0.097,4.321261,0,4,1,19
637924646,1543393238200490,402668226,1162358560,86547,77358,0.21700001,0.28178635,0.84700006,1.2370001,0.66999996,1.05,120,6,0.010000001,-0.003,-0.009000001,-0.042000003,4.321261,0,4,1,19
638123485,1543393238400490,402668226,1162358561,86541,77352,0.18200001,0.28180417,0.84800005,1.2370001,0.66999996,1.05,120,6,0.017,0.016,0.007,-0.017,4.321261,0,4,1,19
638324657,1543393238600490,402668227,1162358561,86534,77345,0.21300001,0.28182492,0.84800005,1.2370001,0.66999996,1.05,120,6,0.0050000004,-0.004,-0.003,-0.057000004,4.321261,0,4,1,19
638525478,1543393238800490,402668226,1162358562,86535,77347,0.201,0.28184447,0.84800005,1.2370001,0.66999996,1.05,120,6,0.019000001,-0.008,0.018000001,0.019000001,4.321261,0,4,1,19
638724491,1543393239000490,402668227,1162358563,86518,77329,0.186,0.28186247,0.84800005,1.2370001,0.66999996,1.05,120,6,0.018000001,0.002,0.018000001,-0.032,4.321261,0,4,1,19
638925701,1543393239200490,402668227,1162358563,86514,77325,0.18400002,0.28188044,0.84800005,1.2370001,0.66999996,1.05,120,6,0.030000001,0.002,-0.030000001,0.052,4.321261,0,4,1,19
639122485,1543393239400490,402668227,1162358563,86499,77311,0.20700002,0.2819005,0.84800005,1.2370001,0.66999996,1.05,120,6,0.013,-0.012,-0.0050000004,-0.028,4.321261,0,4,1,19
639325606,1543393239600490,402668227,1162358563,86502,77314,0.18200001,0.28191832,0.84900004,1.2370001,0.66999996,1.05,120,6,0.0050000004,0.003,-0.004,0.017,4.321261,0,4,1,19
639524547,1543393239800490,402668227,1162358564,86497,77308,0.209,0.28193855,0.84900004,1.2370001,0.66999996,1.05,120,6,0.022000002,0.013,-0.018000001,-0.035,4.321261,0,4,1,19
639724597,1543393240000490,402668227,1162358565,86475,77286,0.21200001,0.28195915,0.84900004,1.2370001,0.66999996,1.05,120,6,0.007,0.006,-0.004,-0.047000002,4.321261,0,4,1,19
639924549,1543393240200490,402668227,1162358565,86472,77284,0.187,0.28197747,0.84900004,1.2370001,0.66999996,1.05,120,6,0.015000001,-0.007,-0.013,0.023000002,4.321261,0,4,1,19
640124578,1543393240400490,402668227,1162358565,86465,77277,0.14600001,0.2819916,0.84900004,1.2370001,0.66999996,1.05,120,6,0.016,-0.006,0.015000001,-0.009000001,4.321261,0,4,1,19
640322486,1543393240600490,402668228,1162358567,86440,77251,0.21300001,0.28201237,0.84900004,1.2370001,0.66999996,1.05,120,6,0.007,0.004,-0.006,-0.066,4.321261,0,4,1,19
640523529,1543393240800490,402668228,1162358567,86451,77263,0.21800001,0.2820335,0.84900004,1.2370001,0.66999996,1.05,120,6,0.018000001,0.010000001,0.015000001,0.059000004,4.321261,0,4,1,19
640723486,1543393241000490,402668228,1162358568,86445,77256,0.21400002,0.28205428,0.84900004,1.2370001,0.66999996,1.05,120,6,0.015000001,0.001,0.015000001,0.016,4.321261,0,4,1,19
640923555,1543393241200490,402668228,1162358568,86444,77255,0.21400002,0.28207505,0.85,1.2370001,0.66999996,1.05,120,6,0.008,0.007,0.004,0.031000001,4.321261,0,4,1,19
641123809,1543393241400490,402668228,1162358569,86431,77242,0.18200001,0.28209266,0.85,1.2370001,0.66999996,1.05,120,6,0.009000001,-0.001,-0.009000001,0.014,4.321261,0,4,1,19
641323807,1543393241600490,402668228,1162358569,86414,77226,0.164,0.28210872,0.85,1.2370001,0.66999996,1.05,120,6,0.028,-0.028,-0.006,-0.013,4.321261,0,4,1,19
641523936,1543393241800490,402668228,1162358570,86415,77227,0.22100002,0.28213018,0.85,1.2370001,0.66999996,1.05,120,6,0.026,-0.004,0.025,0.065000005,4.321261,0,4,1,19
641722484,1543393242000490,402668228,1162358571,86396,77207,0.16700001,0.28214642,0.85,1.2370001,0.66999996,1.05,120,6,0.020000001,-0.004,0.019000001,-0.020000001,4.321261,0,4,1,19
641923491,1543393242200490,402668228,1162358572,86381,77193,0.215,0.28216738,0.85,1.2370001,0.66999996,1.05,120,6,0.009000001,-0.009000001,-0.001,-0.11800001,4.321261,0,4,1,19
642122613,1543393242400490,402668228,1162358572,86393,77205,0.209,0.2821876,0.85,1.2370001,0.66999996,1.05,120,6,0.029000001,0.029000001,0.004,0.069000006,4.321261,0,4,1,19
642323599,1543393242600490,402668229,1162358573,86382,77194,0.186,0.28220558,0.851,1.2370001,0.66999996,1.05,120,6,0.014,0.013,0.003,-0.014,4.321261,0,4,1,19
642530777,1543393242800490,402668229,1162358574,86364,77176,0.224,0.2822274,0.851,1.2370001,0.66999996,1.05,120,6,0.044000003,-0.001,-0.044000003,-0.09,4.321261,0,4,1,19
642721605,1543393243000490,402668229,1162358574,86363,77174,0.224,0.2822492,0.851,1.2370001,0.66999996,1.05,120,5,0.044000003,-0.003,-0.044000003,-0.07300001,4.321261,0,4,1,19
642922490,1543393243200490,402668229,1162358574,86361,77172,0.17400001,0.28226614,0.851,1.2370001,0.66999996,1.05,120,5,0.019000001,0.018000001,0.002,0.013,4.321261,0,4,1,19
643120813,1543393243400490,402668230,1162358575,86339,77150,0.21300001,0.28228673,0.851,1.2370001,0.66999996,1.05,120,5,0.015000001,0.015000001,0.002,-0.047000002,4.321261,0,4,1,19
643322554,1543393243600490,402668230,1162358576,86331,77143,0.21700001,0.28230786,0.85200006,1.238,0.66999996,1.05,120,5,0.015000001,-0.013,-0.007,0.074,4.321261,0,4,1,19
643523549,1543393243800490,402668230,1162358576,86312,77123,0.215,0.28232864,0.85200006,1.238,0.66999996,1.05,120,5,0.012,0.008,-0.009000001,0.068,4.321261,0,4,1,19
643723516,1543393244000490,402668230,1162358577,86291,77103,0.14500001,0.28234276,0.85200006,1.238,0.66999996,1.05,120,6,0.004,-0.004,0.0,0.002,4.321261,0,4,1,19
643923488,1543393244200490,402668231,1162358578,86277,77089,0.14,0.28235638,0.85200006,1.238,0.66999996,1.05,120,6,0.043,0.020000001,-0.038000003,0.015000001,4.321261,0,4,1,19
644124683,1543393244400490,402668231,1162358578,86275,77086,0.22200002,0.28237784,0.85200006,1.2390001,0.66999996,1.05,120,6,0.013,0.007,0.011000001,0.035,4.321261,0,4,1,19
644324665,1543393244600490,402668231,1162358579,86263,77075,0.22200002,0.2823995,0.85300004,1.2390001,0.66999996,1.05,120,6,0.021000002,0.012,0.018000001,0.064,4.321261,0,4,1,19
644529486,1543393244800490,402668232,1162358580,86237,77048,0.12900001,0.28241187,0.85300004,1.2390001,0.66999996,1.05,120,6,0.022000002,0.016,-0.014,0.006,4.321261,0,4,1,19
644725553,1543393245000490,402668232,1162358581,86243,77054,0.22000001,0.28243336,0.85300004,1.24,0.66999996,1.05,120,6,0.064,0.031000001,0.055000003,0.108,4.321261,0,4,1,19
644923562,1543393245200490,402668233,1162358582,86229,77040,0.209,0.28245342,0.85300004,1.24,0.66999996,1.05,120,6,0.043,0.028,0.033,0.038000003,4.321261,0,4,1,19
645123497,1543393245400490,402668234,1162358584,86215,77026,0.147,0.28246772,0.85300004,1.24,0.66999996,1.05,120,6,0.022000002,-0.013,0.018000001,0.003,4.321261,0,4,1,19
645325529,1543393245600490,402668234,1162358585,86199,77010,0.22100002,0.2824892,0.85300004,1.24,0.66999996,1.05,120,6,0.016,0.013,0.010000001,0.044000003,4.321261,0,4,1,19
645524656,1543393245800490,402668234,1162358586,86181,76993,0.22100002,0.28251067,0.85400003,1.241,0.66999996,1.05,120,6,0.015000001,-0.004,-0.015000001,-0.102000006,4.321261,0,4,1,19
645724619,1543393246000490,402668234,1162358587,86174,76985,0.223,0.2825323,0.85400003,1.241,0.66999996,1.05,120,6,0.026,0.002,0.025,0.062000003,4.321261,0,4,1,19
645930254,1543393246200490,402668234,1162358588,86155,76967,0.20300001,0.28255203,0.85400003,1.241,0.66999996,1.05,120,6,0.024,-0.021000002,-0.011000001,-0.029000001,4.321261,0,4,1,19
646124552,1543393246400490,402668234,1162358589,86149,76961,0.20400001,0.28257194,0.85400003,1.241,0.66999996,1.05,120,6,0.054,-0.041,-0.035,-0.053000003,4.321261,0,4,1,19
646323962,1543393246600490,402668234,1162358589,86136,76947,0.165,0.28258798,0.85400003,1.2420001,0.66999996,1.05,120,6,0.009000001,0.008,0.003,-0.006,4.321261,0,4,1,19
646524551,1543393246800490,402668234,1162358590,86121,76932,0.21400002,0.28260875,0.85400003,1.2420001,0.66999996,1.05,120,6,0.0050000004,0.002,0.004,0.052,4.321261,0,4,1,19
646723633,1543393247000490,402668234,1162358591,86111,76922,0.18100001,0.2826262,0.85400003,1.2420001,0.66999996,1.05,120,7,0.003,-0.003,-0.001,0.010000001,4.321261,0,4,1,19
646923558,1543393247200490,402668234,1162358592,86101,76913,0.21100001,0.28264663,0.855,1.2420001,0.66999996,1.05,120,7,0.008,-0.008,0.001,0.049000002,4.321261,0,4,1,19
647122485,1543393247400490,402668234,1162358593,86088,76900,0.155,0.28266165,0.855,1.2420001,0.66999996,1.05,120,7,0.016,-0.006,0.014,0.002,4.321261,0,4,1,19
647319492,1543393247600490,402668234,1162358594,86082,76893,0.215,0.2826826,0.855,1.2420001,0.66999996,1.05,120,7,0.020000001,0.003,0.020000001,0.083000004,4.321261,0,4,1,19
647523051,1543393247800490,402668234,1162358594,86065,76876,0.19500001,0.28270143,0.855,1.2420001,0.66999996,1.05,120,7,0.037,0.001,-0.037,-0.023000002,4.321261,0,4,1,19
647722796,1543393248000490,402668234,1162358594,86074,76886,0.20600002,0.28272152,0.855,1.2420001,0.66999996,1.05,120,10,0.021000002,0.020000001,0.003,0.07300001,4.321261,0,4,1,19
647921488,1543393248200490,402668235,1162358595,86058,76870,0.15900001,0.28273687,0.855,1.2420001,0.66999996,1.05,120,10,0.025,0.002,0.025,-0.010000001,4.321261,0,4,1,19
648121528,1543393248400490,402668235,1162358596,86049,76861,0.208,0.28275692,0.855,1.2420001,0.66999996,1.05,120,10,0.017,-0.003,-0.016,-0.016,4.321261,0,4,1,19
648323909,1543393248600490,402668235,1162358597,86037,76849,0.17500001,0.28277385,0.855,1.2420001,0.66999996,1.05,120,10,0.016,-0.004,-0.016,0.017,4.321261,0,4,1,19
648521487,1543393248800490,402668235,1162358598,86028,76840,0.21400002,0.28279462,0.855,1.2420001,0.66999996,1.05,120,10,0.016,0.0,-0.016,-0.074,4.321261,0,4,1,19
648722486,1543393249000490,402668235,1162358598,86024,76836,0.18200001,0.28281245,0.855,1.2420001,0.66999996,1.05,120,9,0.026,0.020000001,-0.016,-0.022000002,4.321261,0,4,1,19
648922579,1543393249200490,402668236,1162358600,85997,76809,0.20700002,0.2828325,0.855,1.2420001,0.66999996,1.05,120,9,0.013,-0.013,-0.002,-0.10300001,4.321261,0,4,1,19
649123556,1543393249400490,402668236,1162358600,86007,76819,0.19000001,0.28285083,0.855,1.2420001,0.66999996,1.05,120,9,0.009000001,0.009000001,0.0,-0.013,4.321261,0,4,1,19
649326381,1543393249600490,402668236,1162358601,86011,76823,0.208,0.28287107,0.855,1.241,0.66999996,1.05,120,9,0.060000002,0.042000003,0.042000003,0.079,4.321261,0,4,1,19
649523487,1543393249800489,402668237,1162358602,85992,76804,0.193,0.28288975,0.855,1.241,0.66999996,1.05,120,9,0.041,-0.011000001,-0.039,-0.018000001,4.321261,0,4,1,19
649725484,1543393250000489,402668236,1162358602,85985,76797,0.19800001,0.28290895,0.85600007,1.241,0.66999996,1.05,120,9,0.027,-0.026,-0.010000001,-0.035,4.321261,0,4,1,19
649923986,1543393250200489,402668236,1162358603,85970,76781,0.20700002,0.28292903,0.85600007,1.241,0.66999996,1.05,120,9,0.022000002,0.021000002,-0.0050000004,-0.05,4.321261,0,4,1,19
650121493,1543393250400489,402668237,1162358604,85962,76774,0.18900001,0.28294736,0.85600007,1.241,0.66999996,1.05,120,9,0.026,0.011000001,0.023000002,0.009000001,4.321261,0,4,1,19
650325709,1543393250600489,402668237,1162358612,85975,76786,0.14600001,0.24967806,0.855,1.24,0.66999996,1.05,120,9,0.53900003,0.009000001,0.53900003,-0.13700001,2.7653039,0,4,1,19
650523487,1543393250800489,402668241,1162358634,85983,76795,0.16600001,0.11693147,0.85400003,1.241,0.66999996,1.05,120,9,1.21,0.25800002,1.182,0.037,1.6094536,0,4,1,19
650723607,1543393251000489,402668245,1162358671,86111,76923,0.15400001,0.077378996,0.85400003,1.2420001,0.66999996,1.05,120,6,1.8640001,0.120000005,1.8600001,-1.217,1.5374919,0,4,1,19
650924548,1543393251200489,402668251,1162358720,86448,77260,0.15,0.05246599,0.85200006,1.2390001,0.66999996,1.05,120,6,2.292,0.43600002,2.25,-1.7630001,1.4283175,0,4,1,19
651124552,1543393251400489,402668258,1162358773,86776,77588,0.15200001,0.054968443,0.851,1.238,0.66999996,1.05,120,6,2.255,0.38200003,2.2220001,-1.4230001,1.4146682,0,4,1,19
651324714,1543393251600489,402668266,1162358827,87022,77833,0.158,0.055347703,0.85,1.2370001,0.66999996,1.05,120,6,2.355,0.545,2.2910001,-1.3000001,1.3751919,0,4,1,19
651524620,1543393251800489,402668276,1162358877,87278,78090,0.15900001,0.06411676,0.85,1.2370001,0.66999996,1.05,120,6,2.0700002,0.56,1.9930001,-1.1170001,1.3409817,0,4,1,19
651724185,1543393252000489,402668286,1162358923,87541,78353,0.15200001,0.057315737,0.84900004,1.235,0.66999996,1.05,120,6,2.1190002,0.55300003,2.046,-1.13,1.3218141,0,4,1,19
651925518,1543393252200489,402668296,1162358970,87783,78595,0.15300001,0.05820289,0.84800005,1.233,0.66999996,1.05,120,6,2.0300002,0.555,1.9530001,-1.3100001,1.3077917,0,4,1,19
652123608,1543393252400489,402668307,1162359017,87995,78807,0.15900001,0.06004683,0.84700006,1.2320001,0.66999996,1.05,120,6,2.117,0.609,2.0270002,-1.013,1.2936512,0,4,1,19
652323622,1543393252600489,402668318,1162359065,88208,79020,0.15400001,0.061279904,0.846,1.2320001,0.66999996,1.05,120,6,2.071,0.643,1.968,-1.011,1.2743713,0,4,1,19
652523552,1543393252800489,402668331,1162359113,88409,79220,0.149,0.0542464,0.845,1.23,0.66999996,1.05,120,6,2.2150002,0.731,2.091,-1.024,1.2517202,0,4,1,19
652720549,1543393253000489,402668345,1162359162,88608,79420,0.149,0.057194088,0.84300005,1.23,0.66999996,1.05,120,6,2.2,0.762,2.0630002,-0.87100005,1.2348624,0,4,1,19
652920663,1543393253200489,402668358,1162359210,88820,79632,0.15400001,0.060048923,0.84200007,1.2290001,0.66999996,1.05,120,6,2.0960002,0.73200005,1.963,-1.0120001,1.2246264,0,4,1,19
653121570,1543393253400489,402668373,1162359259,89009,79821,0.15200001,0.05172754,0.841,1.228,0.66999996,1.05,120,6,2.3600001,0.92200005,2.1720002,-0.919,1.1923089,0,4,1,19
653321500,1543393253600489,402668390,1162359310,89228,80040,0.155,0.05442146,0.84000003,1.2270001,0.66999996,1.05,120,6,2.2640002,0.91800004,2.0700002,-1.1190001,1.173334,0,4,1,19
653521500,1543393253800489,402668407,1162359359,89460,80272,0.16000001,0.053592425,0.83900005,1.2270001,0.66999996,1.05,120,6,2.3470001,1.005,2.121,-1.09,1.1498612,0,4,1,19
653723497,1543393254000489,402668426,1162359409,89628,80440,0.156,0.051841512,0.83900005,1.2270001,0.66999996,1.05,120,6,2.367,1.049,2.1220002,-1.0,1.1297076,0,4,1,19
653922484,1543393254200489,402668444,1162359459,89820,80632,0.156,0.053181227,0.83800006,1.2260001,0.66999996,1.05,120,6,2.311,0.99200004,2.088,-0.95800006,1.1283875,0,4,1,19
654122591,1543393254400489,402668462,1162359507,90047,80859,0.158,0.055861004,0.837,1.2260001,0.66999996,1.05,120,6,2.2380002,0.98,2.012,-0.94900006,1.1231092,0,4,1,19
654322704,1543393254600489,402668481,1162359554,90220,81032,0.15900001,0.054088622,0.836,1.2260001,0.66999996,1.05,120,6,2.3030002,1.113,2.016,-0.73,1.09316,0,4,1,19
654523879,1543393254800489,402668501,1162359601,90376,81188,0.15200001,0.054753594,0.836,1.2260001,0.66999996,1.05,120,6,2.265,1.0780001,1.9920001,-0.611,1.0838355,0,4,1,19
654724560,1543393255000489,402668521,1162359649,90520,81332,0.147,0.05195618,0.83500004,1.225,0.66999996,1.05,120,6,2.381,1.19,2.0630002,-0.74600005,1.0644138,0,4,1,19
654925006,1543393255200489,402668542,1162359698,90641,81453,0.15300001,0.053590856,0.83400005,1.225,0.66999996,1.05,120,6,2.334,1.1400001,2.0370002,-0.611,1.0625478,0,4,1,19
655124747,1543393255400489,402668562,1162359745,90782,81594,0.15200001,0.054451827,0.83300006,1.225,0.66999996,1.05,120,6,2.2940001,1.1090001,2.009,-0.679,1.0644598,0,4,1,19
655325486,1543393255600489,402668582,1162359789,90931,81743,0.15100001,0.06363313,0.83300006,1.225,0.66999996,1.05,120,6,1.983,1.014,1.705,-0.708,1.0514343,0,4,1,19
655521589,1543393255800489,402668596,1162359825,91053,81865,0.15300001,0.089308314,0.832,1.225,0.66999996,1.05,120,6,1.4030001,0.58900005,1.273,-0.64900005,1.080678,0,4,1,19
655722487,1543393256000489,402668606,1162359851,91182,81994,0.15300001,0.11244894,0.83100003,1.225,0.66999996,1.05,120,6,1.107,0.47000003,1.0020001,-0.523,1.1008662,0,4,1,19
655922487,1543393256200489,402668613,1162359874,91259,82071,0.147,0.14226666,0.83000004,1.225,0.66999996,1.05,120,6,0.883,0.27,0.841,-0.363,1.1622709,0,4,1,19
656122486,1543393256400489,402668617,1162359892,91354,82166,0.16700001,0.17445263,0.82900006,1.225,0.66999996,1.05,120,6,0.72800004,0.22000001,0.694,-0.5,1.2031847,0,4,1,19
656324123,1543393256600489,402668620,1162359905,91486,82298,0.18400002,0.25332806,0.82800007,1.2240001,0.66999996,1.05,120,6,0.50100005,0.133,0.483,-0.572,1.2347478,0,4,1,19
656524564,1543393256800489,402668622,1162359919,91607,82419,0.163,0.20388918,0.82800007,1.2240001,0.66999996,1.05,120,6,0.65400004,0.080000006,0.64900005,-0.44200003,1.3647246,0,4,1,19
656725484,1543393257000489,402668624,1162359932,91712,82524,0.18400002,0.24098265,0.827,1.2240001,0.66999996,1.05,120,6,0.537,0.143,0.518,-0.55300003,1.3382255,0,4,1,19
656921554,1543393257200489,402668625,1162359944,91821,82633,0.18900001,0.31972718,0.827,1.2240001,0.66999996,1.05,120,6,0.423,-0.036000002,0.42200002,-0.56100005,1.4530952,0,4,1,19
657125482,1543393257400489,402668627,1162359955,91929,82741,0.17600001,0.2252117,0.82600003,1.225,0.66999996,1.05,120,6,0.564,0.21000001,0.52400005,-0.45400003,1.277305,0,4,1,19
657332548,1543393257600489,402668629,1162359967,92207,83019,0.215,0.2409207,0.82600003,1.2240001,0.66999996,1.05,120,6,0.535,0.106000006,0.52400005,-2.164,1.3211662,0,4,1,19
657523485,1543393257800489,402668631,1162359979,92661,83473,0.21300001,0.2634796,0.82500005,1.2240001,0.66999996,1.05,120,6,0.49400002,0.074,0.48800004,-2.061,1.3659592,0,4,1,19
657723486,1543393258000489,402668632,1162359989,93077,83889,0.215,0.3116854,0.82400006,1.223,0.66999996,1.05,120,7,0.41500002,0.075,0.40800002,-1.9640001,1.3753792,0,4,1,19
657924552,1543393258200489,402668633,1162359998,93470,84282,0.21100001,0.3922884,0.82400006,1.222,0.66999996,1.05,120,7,0.326,0.027,0.32500002,-1.9750001,1.41952,0,4,1,19
658124547,1543393258400489,402668634,1162360007,93851,84663,0.21100001,0.3052778,0.823,1.222,0.66999996,1.05,120,7,0.437,0.025,0.43600002,-1.9820001,1.4781471,0,4,1,19
658324614,1543393258600489,402668635,1162360018,94221,85033,0.215,0.29146245,0.822,1.2210001,0.66999996,1.05,120,7,0.44700003,0.063,0.44300002,-1.8650001,1.4526434,0,4,1,19
658526485,1543393258800489,402668637,1162360029,94608,85420,0.21900001,0.24579033,0.822,1.2210001,0.66999996,1.05,120,7,0.522,0.15200001,0.499,-1.7720001,1.3488894,0,4,1,19
658726480,1543393259000489,402668639,1162360039,94988,85800,0.21700001,0.28601947,0.82100004,1.22,0.66999996,1.05,120,9,0.43800002,0.108,0.425,-1.7530001,1.3371918,0,4,1,19
658925954,1543393259200489,402668641,1162360050,95289,86101,0.22700001,0.30158275,0.82100004,1.2210001,0.66999996,1.05,120,9,0.43500003,0.096,0.425,-1.437,1.3425648,0,4,1,19
659125622,1543393259400489,402668642,1162360058,95607,86419,0.22200002,0.3548427,0.82000005,1.22,0.66999996,1.05,120,9,0.356,0.030000001,0.35500002,-1.429,1.403351,0,4,1,19
659330600,1543393259600489,402668644,1162360069,95836,86648,0.21700001,0.22217481,0.81900007,1.22,0.66999996,1.05,120,9,0.56700003,0.19900002,0.531,-1.0780001,1.2654533,0,4,1,19
659527493,1543393259800489,402668647,1162360081,96047,86859,0.21900001,0.2270127,0.81900007,1.2190001,0.66999996,1.05,120,9,0.55300003,0.19900002,0.51600003,-0.938,1.2348263,0,4,1,19
659720899,1543393260000489,402668650,1162360091,96234,87046,0.231,0.31501183,0.81900007,1.22,0.66999996,1.05,120,7,0.404,0.15,0.37500003,-0.85200006,1.219714,0,4,1,19
659924481,1543393260200489,402668652,1162360102,96368,87180,0.19600001,0.26069126,0.81900007,1.22,0.66999996,1.05,120,7,0.531,-0.013,0.531,-0.642,1.443102,0,4,1,19
660124483,1543393260400489,402668651,1162360111,96503,87315,0.19100001,0.42044038,0.818,1.218,0.66999996,1.05,120,7,0.303,-0.009000001,0.303,-0.507,1.4866198,0,4,1,19
660322599,1543393260600489,402668651,1162360118,96607,87419,0.18900001,0.4355083,0.81700003,1.217,0.66999996,1.05,120,7,0.286,0.014,0.28500003,-0.47900003,1.5036536,0,4,1,19
660522552,1543393260800489,402668652,1162360124,96697,87509,0.19100001,0.50187373,0.81600004,1.215,0.66999996,1.05,120,7,0.254,0.027,0.252,-0.42200002,1.4860969,0,4,1,19
660730603,1543393261000489,402668653,1162360131,96750,87562,0.157,0.37853694,0.81500006,1.2140001,0.66999996,1.05,120,6,0.33400002,0.060000002,0.32900003,-0.25500003,1.4258672,0,4,1,19
660923528,1543393261200489,402668654,1162360138,96790,87602,0.157,0.46435583,0.81500006,1.213,0.66999996,1.05,120,6,0.27800003,0.035,0.27600002,-0.19500001,1.4330941,0,4,1,19
661119490,1543393261400489,402668654,1162360144,96811,87623,0.14600001,0.5002419,0.814,1.212,0.66999996,1.05,120,6,0.256,0.031000001,0.254,0.006,1.4406394,0,4,1,19
661322520,1543393261600489,402668655,1162360149,96813,87626,0.135,0.6183502,0.814,1.2110001,0.66999996,1.05,120,6,0.21100001,0.007,0.21100001,-0.069000006,1.4788369,0,4,1,19
661523580,1543393261800489,402668656,1162360154,96821,87633,0.136,0.5311272,0.813,1.21,0.66999996,1.05,120,6,0.23600002,0.039,0.23300001,-0.056,1.4351742,0,4,1,19
661724585,1543393262000489,402668656,1162360159,96825,87637,0.172,0.57100415,0.813,1.2090001,0.66999996,1.05,120,7,0.224,0.023000002,0.223,0.08800001,1.4502423,0,4,1,19
