timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
640869897,-4.745606,12.78,101382.0,1.2045859
640880451,-5.078538,12.78,101386.0,1.2046334
640902450,-5.575294,12.78,101392.0,1.2047046
640913442,-4.9939837,12.78,101385.0,1.2046216
640924450,-4.9939837,12.78,101385.0,1.2046216
640946491,-5.1630926,12.78,101387.0,1.2046453
640957618,-4.9094296,12.78,101384.0,1.2046096
640968443,-4.745606,12.78,101382.0,1.2045859
640990439,-4.5764976,12.78,101380.0,1.2045621
641001483,-5.078538,12.78,101386.0,1.2046334
641012451,-4.745606,12.78,101382.0,1.2045859
641033439,-5.4114704,12.79,101390.0,1.2046809
641043586,-5.1630926,12.79,101387.0,1.2046453
641055001,-4.9939837,12.79,101385.0,1.2046216
641076451,-5.326916,12.78,101388.99,1.204669
641087061,-5.1630926,12.78,101387.0,1.2046453
641097449,-5.242362,12.78,101388.0,1.2046572
641119010,-5.1630926,12.78,101387.0,1.2046453
641129478,-4.9939837,12.78,101385.0,1.2046216
641139472,-5.1630926,12.78,101387.0,1.2046453
641161450,-5.575294,12.79,101392.0,1.2047046
641171915,-5.242362,12.79,101388.0,1.2046572
641183156,-5.4114704,12.79,101390.0,1.2046809
641204448,-5.078538,12.79,101386.0,1.2046334
641215079,-4.8248754,12.79,101382.99,1.2045977
641225455,-5.1630926,12.79,101387.0,1.2046453
641247004,-5.242362,12.78,101388.0,1.2046572
641257538,-5.242362,12.78,101388.0,1.2046572
641267512,-5.326916,12.78,101388.99,1.204669
641289451,-5.242362,12.79,101388.0,1.2046572
641299508,-5.4114704,12.79,101390.0,1.2046809
641310968,-4.745606,12.79,101382.0,1.2045859
641331454,-5.1630926,12.78,101387.0,1.2046453
641343024,-5.326916,12.78,101388.99,1.204669
641353451,-4.745606,12.78,101382.0,1.2045859
641375043,-5.078538,12.79,101386.0,1.2046334
641385439,-5.1630926,12.79,101387.0,1.2046453
641395471,-4.9939837,12.79,101385.0,1.2046216
641417450,-4.9939837,12.79,101385.0,1.2046216
641428451,-5.659848,12.79,101393.0,1.2047166
641439450,-5.078538,12.79,101386.0,1.2046334
