timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
644890049,0.080333374,0.6062293,0.367881,-0.8534181,0.93974656,-0.01687336,0.30023208,0.16264172,0.12,1.0,1,0,0,0,0,0,0
644989396,0.06690471,0.6076556,0.29470846,-0.43885732,0.9447987,-0.012332375,0.30045286,0.13012071,0.12,1.0,1,0,0,0,0,0,0
645089581,0.04044646,0.5611449,0.26125148,-0.06958581,0.95324534,-0.01679529,0.27702153,0.11958381,0.120000005,1.0,1,0,0,0,0,0,0
645194036,-0.00014902955,0.38723493,0.77581465,-0.007853092,0.9084001,-0.07284717,0.17808682,0.37119755,0.12,1.0,1,0,0,0,0,0,0
645293363,-9.044787e-06,0.15246077,0.7756066,-0.007853092,0.9230534,-0.028803222,0.070499636,0.37705785,0.12,1.0,1,0,0,0,0,0,0
645393939,-2.9894676e-07,0.06894876,0.7758558,-0.007853092,0.9251448,-0.013038215,0.031906378,0.3780463,0.12,1.0,1,0,0,0,0,0,0
645498190,-5.4951343e-10,-0.0015532802,0.77614063,-0.007853092,0.9256407,0.0002938826,-0.00071888993,0.3784028,0.12,1.0,1,0,0,0,0,0,0
645598772,7.036066e-11,-2.7289296e-05,0.776021,-0.007853092,0.9256636,5.162452e-06,-1.263034e-05,0.37834755,0.12,1.0,1,0,0,0,0,0,0
645698172,4.2782457e-12,4.0451138e-07,0.77607334,-0.007853092,0.9256537,-7.6525865e-08,1.8721954e-07,0.37837178,0.12,1.0,1,0,0,0,0,0,0
645802256,2.899011e-14,1.503758e-08,0.7764126,-0.007853092,0.92558956,-2.8460654e-09,6.959319e-09,0.3785288,0.12,1.0,1,0,0,0,0,0,0
645902734,-3.500392e-15,3.0451552e-10,0.77641034,-0.007853092,0.92559,-5.763541e-11,1.409276e-10,0.37852776,0.12,1.0,1,0,0,0,0,0,0
646006641,0.0,-0.0,0.77653587,-0.007853092,0.9255662,0.0,0.0,0.37858585,0.12,1.0,1,0,0,0,0,0,0
646106994,0.0,-0.0,0.77663434,-0.007853092,0.92554754,0.0,0.0,0.3786314,0.12,1.0,1,0,0,0,0,0,0
646207996,0.0,-0.0,0.77693886,-0.007853092,0.9254899,0.0,0.0,0.37877232,0.12,1.0,1,0,0,0,0,0,0
646307753,0.0,-0.0,0.77715284,-0.007853092,0.9254493,0.0,0.0,0.37887135,0.12,1.0,1,0,0,0,0,0,0
646411696,0.0,-0.0,0.7766983,-0.007853092,0.92553544,0.0,0.0,0.378661,0.12,1.0,1,0,0,0,0,0,0
646512184,0.0,-0.0,0.7768153,-0.007853092,0.92551327,0.0,0.0,0.37871516,0.12,1.0,1,0,0,0,0,0,0
646611739,0.0,-0.0,0.777104,-0.007853092,0.9254586,0.0,0.0,0.37884876,0.12,1.0,1,0,0,0,0,0,0
646716687,0.0,-0.0,0.7772995,-0.007853092,0.9254216,0.0,0.0,0.3789392,0.12,1.0,1,0,0,0,0,0,0
646816986,0.0,-0.0,0.7773552,-0.007853092,0.925411,0.0,0.0,0.378965,0.12,1.0,1,0,0,0,0,0,0
646916595,0.0,-0.0,0.77730775,-0.007853092,0.92542005,0.0,0.0,0.37894303,0.12,1.0,1,0,0,0,0,0,0
647020581,0.0,-0.0,0.7778221,-0.007853092,0.92532253,0.0,0.0,0.379181,0.12,1.0,1,0,0,0,0,0,0
